Job Title,Job Salary,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role
Zonal Sales Manager,"6,00,000-10,00,000",10-15,otc,Sales,BENGALURU MUMBAI NCR DELHI,Sales Retail Business_Development,FMCG Foods Beverage,Regional Manager
Backend UI Vulnerability Testing,Not Disclosed by Recruiter,4-7,assembly_language six_sigma pmp c javascript .net html oracle python sql,Programming_&_Design,HYDERABAD,IT_Software,IT-Software Software_Services,Testing Engineer
Hiring For Expedia Process International Voice th Grad,"2,00,000-5,00,000",0-5,bpo telecaller call_centre customer_service international_bpo international_call_center inbound us_shift us_sales non_voice uk_shift outbound technical_support telesales customer_care operations international_voice_process customer_care_executive,Voice,BENGALURU,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Telecalling/Telemarketing Executive
Asp net developer Gurgaon month onsite to kuwait,"7,00,000-17,00,000",4-9,linq entity_framework wcf telerik asp.net_mvc kendo_ui c# jquery sql_server ajax,Programming_&_Design,GURGAON,IT_Software,IT-Software Software_Services,Software Developer
Scientific Sales Executive For MNC Company Vaccine,"3,50,000-5,50,000",1-4,sales selling business_development bd pharma_sales territory_executive,Sales,GURGAON NCR DELHI,Sales Retail Business_Development,Pharma Biotech Clinical_Research,Medical Representative
senior back,Not Disclosed by Recruiter,5-10,backend nosql hp_data_protector social_media django mysql machine_learning data_structures python,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Tech Support Agent in International BPO,Not Disclosed by Recruiter,0-3,data_analysis customer_service help_desk information telephony_support customer_relationship access_controls caller tech_support technical_support bpo inbound outbound calling voice non_voice customer_service cce uk us voice_process,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
WFM workforce Management System Yrs MNC Client bangalore,Not Disclosed by Recruiter,6-9,java oracle unix,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Senior PHP Developer,Not Disclosed by Recruiter,3-8,javascript css html core_php codeigniter laravel ajax open_source cms web_technologies,Programming_&_Design,AHMEDABAD RAJKOT,IT_Software,IT-Software Software_Services,Software Developer
Ola International Process Globiva,"2,50,000-3,00,000",0-4,customer_service bpo,Voice,NCR DELHI,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(NonTechnical)
Looking for Dynamic HR Manager,"2,50,000-3,50,000",3-6,hr talent_acquisition recruitment,HR Recruitment IR,GURGAON,HR Recruitment Administration IR,Advertising PR MR Event_Management,HR Manager
Spot Offer For Dot net with Angular,Not Disclosed by Recruiter,4-9,c# angularjs dotnet asp_dotnet asp_._net dot_net asp.net .net c#.net,Programming_&_Design,CHENNAI,IT_Software,IT-Software Software_Services,Software Developer
IT Senior Salesforce Marketing Cloud Developer,Not Disclosed by Recruiter,7-9,javascript html sql automation jquery coding informatica sdlc crm salesforce,Programming_&_Design,BENGALURU,IT_Software,Medical Healthcare Hospitals,Software Developer
Walk In Drive For Freshers Associate,Not Disclosed by Recruiter,0-1,non_voice communication_skills,Back_Office Web Transaction_Processing,BENGALURU,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(NonTechnical)
Software Engineer,Not Disclosed by Recruiter,2-5,visual_studio microsoft technical_support project_analysis manual_testing c mechanical programming management,Programming_&_Design,MUMBAI PUNE,IT_Software,Electricals Switchgears,Software Developer
Freelance Content Writer,Not Disclosed by Recruiter,0-2,web_content_writing online_writing content_writing content_writer freelance_writing,Other,PUNE,Journalism Editing Content,Media Entertainment Internet,Trainee
Urgent Opening For Restaurant Manager,"3,00,000-4,00,000",3-8,operations_management restaurant_manager hotel_manager assistant_restaurant_manager,Food_&_Beverage,MUMBAI,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Restaurant Manager
Bid Support,Not Disclosed by Recruiter,2-6,recruitment ms_office mts management bidding,Programming_&_Design,MUMBAI BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Manager Senior Manager Analytics Life Annuities,Not Disclosed by Recruiter,4-9,text_mining r machine_learning sas logistic_regression sql insurance_analytics data_mining excel python,Analytics_&_BI,GURGAON GURUGRAM,Analytics_&_Business_Intelligence,IT-Software Software_Services,Analytics Manager
HSEQ Executive,Not Disclosed by Recruiter,1-4,food_technology food_safety food_microbiology,Food_&_Beverage,PUNE,Hotels Restaurants,Travel Hotels Restaurants Airlines Railways,Host/Hostess
Android Developer,Not Disclosed by Recruiter,6-9,php android open_source performance_tuning android_sdk backend git focus swift ios,Programming_&_Design,GURGAON,IT_Software,Strategy Management_Consulting_Firms,Software Developer
Receptionist Front Office Executive Office Admin MNC at Ahmedaba,"2,00,000-3,00,000",3-6,front_office_executive receptionist front_office front_desk_executive receptionist_activities office_administration office_admin,N.A.,AHMEDABAD,Executive_Assistant Front_Office Data_Entry,Chemicals PetroChemical Plastic Rubber,Receptionist
Fullstack lead Developer,Not Disclosed by Recruiter,5-8,java_servlet javascript core_java css3 jquery git html5 api,Programming_&_Design,GURGAON,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
Senior Process Associate,Not Disclosed by Recruiter,2-3,senior_process_associate outbound_sales writing inside_sales business_executive market,Voice,CHENNAI BENGALURU,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(NonTechnical)
Package Consultant SAP SCM PP,Not Disclosed by Recruiter,6-9,sap_scm sap_pp unit_testing architectural_design user_acceptance_testing supplier_relationship_management technical_management,Other,BENGALURU,IT_Software,IT-Software Software_Services,Outside Consultant
PES Hardware Engineer,Not Disclosed by Recruiter,4-6,cloud_computing performance_management powershell windows_server_administration programming incident_management microsoft ccna troubleshooting mcse,IT_Hardware,HYDERABAD,IT_Hardware Technical_Support Telecom_Engineering,IT-Software Software_Services,Hardware Design Engineer
Assistant Manager Alteryx RPA Engineer,Not Disclosed by Recruiter,7-12,c++ assurance analytical consulting investment_banking subject_matter_expert risk_management forecasting financial_services sql,Programming_&_Design,GURGAON,IT_Software,Banking Financial_Services Broking,Software Developer
Workforce Analyst,Not Disclosed by Recruiter,2-7,talent_acquisition hris customer_service procurement erp sap networking project_management oracle analytics,Operations,GURGAON,ITES BPO KPO LPO Customer_Service Operations,Telcom ISP,Process Flow Analyst
Content Writer Artificial Intelligence,Not Disclosed by Recruiter,3-7,deep_learning artificial_intelligence machine_learning,Content_Development,KOLKATA,Journalism Editing Content,IT-Software Software_Services,Content Developer
Speech Analytics Professional IND,Not Disclosed by Recruiter,0-1,analyst,N.A.,GURGAON,Other,Banking Financial_Services Broking,Other
C C E For INTERNATIONAL BPO SECTOR,Not Disclosed by Recruiter,0-1,voice_process english outbound cce time business_executive technical_support basic international_bpo,Voice,KOLKATA,ITES BPO KPO LPO Customer_Service Operations,IT-Software Software_Services,Associate/Senior Associate -(NonTechnical)
SW DevOps Engineer,Not Disclosed by Recruiter,2-6,linux perl windows python vmware cms configuration_management debugging ruby,Programming_&_Design,BENGALURU,IT_Software,Semiconductors Electronics,Software Developer
 net wpf Senior Engineer Engineer,Not Disclosed by Recruiter,4-7,wpf .net senior_engineer .net_engineer,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
JDBC Engineer,Not Disclosed by Recruiter,10-20,db2 java sql software_development ims oracle computer_science jdbc,Programming_&_Design,BENGALURU,IT_Software,IT-Software Software_Services,Software Developer
Oracle PLSQL Developer,Not Disclosed by Recruiter,4-6,performance_tuning system_testing development oracle software functions developing oracle_11g sql quality sql_queries quality_standards database production_support analytical agile_development design plsql test_planning agile pl support,Programming_&_Design,PUNE,IT_Software,IT-Software Software_Services,Software Developer
Business Development Executive,"3,00,000-6,00,000",2-7,business_development marketing selling branding promotion staffing business_development_management sales_management marketing_management business_development_executive bde marketing_executive,Sales,NOIDA,Sales Retail Business_Development,Recruitment Staffing,Sales/Business Development Manager
Customer Support Officer,"50,000-3,00,000",0-2,inbound_calls outbound_calls voice_process voice_support international_bpo international_call_centre international_voice_process customer_support us_shift uk_shift australia_shift canada_shift america_shift united_kingdom_shift international_voice,Voice,NOIDA NCR DELHI,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITES,Associate/Senior Associate -(NonTechnical)
Senior Technical Full Stack Engineer Java,Not Disclosed by Recruiter,4-8,jenkins java payment_gateway xml javascript jira release_management,Programming_&_Design,MUMBAI,IT_Software,IT-Software Software_Services,Software Developer
Urgent job Position for Senior Sales Manager Mumbai,"10,00,000-15,00,000",8-13,real_estate sales_management,Sales,MUMBAI NCR BENGALURU DELHI,Sales Retail Business_Development,Real_Estate Property,Sales/Business Development Manager
Client Acquisition Business Development Come Client Servicing,"4,00,000-8,00,000",3-8,business_development client_acquisition new_business_acquisition client_servicing key_account_manager client_relationship_management client_management,Sales,BENGALURU,Sales Retail Business_Development,Internet Ecommerce,Sales/Business Development Manager
Area Business Manager south Zone ,Not Disclosed by Recruiter,4-9,sales cardiac diabetes people_management coach business_development develop,Sales,CHENNAI OTHER HYDERABAD TRIVANDRUM COIMBATORE MANGALORE KERALA ANDHRAPRADESH TAMILNADU KARNATAKA,Sales Retail Business_Development,Pharma Biotech Clinical_Research,Area Sales Manager
Web Designer,Not Disclosed by Recruiter,1-3,web_technologies client_servicing web_designing,Programming_&_Design,BENGALURU,IT_Software,Media Entertainment Internet,Graphic/Web Designer
CA CA Head,"7,00,000-8,50,000",3-8,chartered_accountant balance_sheet auditing accounting taxation direct_taxation profit ca,Accounts,MUMBAI,Accounts Finance Tax Company_Secretary Audit,Real_Estate Property,Chartered Accountant
AVP Internal Reporting a Leading Global Bank,"20,00,000-30,00,000",7-12,business_partnering finance_control investment_banking accounting month_end_reporting corporate_banking advanced_excel performance_reporting banking_products,Senior_Management,CHENNAI,Financial_Services Banking Investments Insurance,Banking Financial_Services Broking,Head/VP/GM-CFO/Financial Controller
Traffic Analyst,"10,00,000-20,00,000",5-10,data_collection,N.A.,GURGAON,Other,Other,Other
Trucks and Buses CFD and Thermal Engineer,"5,00,000-7,00,000",3-5,cfd simulation fluid_dynamics aerospace field_testing thermal aerodynamics macros automotive python,Engineering_Design,BENGALURU,Engineering_Design R&D,Automobile Auto_Anciliary Auto_Components,Senior Design Engineer
Senior Aspdot net DeveloperE Learning,Not Disclosed by Recruiter,4-8,e-learning sql_queries windows_services ado.net c#.net software_development_life_cycle asp.net wcf object_oriented_programming sdlc,Programming_&_Design,GURGAON,IT_Software,Recruitment Staffing,Software Developer
DevOps Lead,Not Disclosed by Recruiter,8-13,san linux javascript agile perl application_development windows selenium scm open_source,Programming_&_Design,NOIDA,IT_Software,IT-Software Software_Services,Team Lead/Technical Lead
content writer,Not Disclosed by Recruiter,3-5,english content content_writing social_media_marketing mass_communication cv email_marketing html grammar seo,Content_Development,NOIDA,Journalism Editing Content,Strategy Management_Consulting_Firms,Content Developer
BPO Amex Accenture Barclays EXL Wipro BPO IGT Cvent FIS,"1,50,000-5,00,000",0-5,customer_service chat_process bpo amazon barclays wipro_bpo hcl american_express cvent teleperformance rbs bt british_telecom british_airways international_bpo ites fresher backend back_office non_voice chat exl amex,Voice,GURGAON NOIDA NCR DELHI,ITES BPO KPO LPO Customer_Service Operations,BPO Call_Centre ITeS,Associate/Senior Associate -(NonTechnical)
